ID,Produto,Preco,supabase
7898132988852,KIT BIO EXTRATUS CRONOGRAMA CAPILAR C/3 MASCARAS,"R$ 49,31",88
7898410311815,KIT CICLO LOÇÃO FOREVER 240ML+ COL 30ML,"R$ 47,49",89
7891033517428,KIT EUDORA INSTANCE SABONETE BARRA C/4,"R$ 20,68",90
7891033557646,KIT EUDORA SIAGE PRO CRONOLOGY MASC.+POTENCIALIZADORES,"R$ 41,68",91
7891033545988,KIT EUDORA SIAGE SH.+MASC.CICA-THERAPY,"R$ 25,02",92
7899652101035,KIT FACIAL MACRILAN LOVE CARE KP10-4,"R$ 15,96",93
7898483152520,KIT KNUT CABELO PERFEITO SH.750ML+COND.550ML,"R$ 18,90",94
5901832060239,KIT LA RIVE CUTE FEM 100ML+DES.150ML,"R$ 41,32",95
6924574579110,KIT MONT ANNE PERFUME GIFT SET 3PCS REF:89000-5,"R$ 12,99",96
7899652100144,KIT PINCEL MACRILAN DIAMOND ED003,"R$ 30,82",97
8411061102084,KIT.CAROL.HERR.CH FEM EDT 100ML+10ML+ L.C 100ML,"R$ 28,87",98
6974352960005,LIXA P/PES ELETRICA FLAWLESS BD613,"R$ 27,06",99
3375159804852,NECESSAIRE LIFE B TRAVEL PRINT C/GANCHO REF:0485,"R$ 33,56",100
7896116107657,PEDICURO TAIFF SOFT FEET BIVOLT,"R$ 19,34",101
7897230305837,PROT.ANASOL FPS75 CORPORAL 200G+FPS75 FACIAL 60G,"R$ 31,41",102
7898496356861,SECADOR GAMA ELEGANZA PLUS CERAMIC ION 220V,"R$ 40,94",103
7896523201726,PARACETAMOL 750MG C/ 20 COMP,"R$ 44,46",104
7896523227573,LORATADINA 10 MG C/12 COMP,"R$ 46,52",105
7896714274577,MIRADOR 1G C/ 10 COMP,"R$ 49,52",106
7894164000463,ABERALGINA 500MG/ML GTS 20ML,"R$ 24,04",107
7896112127680,DEXCLORFENIRAMINA 2 MG/5 ML SOL C/ 100 ML,"R$ 33,99",108
7896004708539,LOSARTANA 50 MG C/ 30 COMP REV,"R$ 15,44",109
7897595601773,SINVASTACOR 20 MG C/ 30 COMP REV,"R$ 40,37",110
7891317017422,PANTOPRAZOL 40 MG C/ 28 COMP REV,"R$ 35,34",111
7894164010844,SIMETICONA GOTAS 15 ML AIRELA,"R$ 27,57",112
7896112401728,SIMETICONA 125MG C/10 CAPS BIOLAB,"R$ 48,68",113
7891317489366,ATORVASTATINA CALCICA 20 MG C/30 CP EUROFARMA,"R$ 17,65",114
7891317120863,PANTOPRAZOL 40 MG C/28 CP EUROFARMA,"R$ 20,48",115
7896112148715,OMEPRAZOL 20 MG C/28 CAPS TEUTO,"R$ 45,80",116
7896862993535,PARACETAMOL GOTAS INFANTIL GREENPHARMA,"R$ 24,95",117
7897076922397,GLICLAZIDA 30MG C/60 CP RANBAXY,"R$ 21,95",118
7897076922410,GLICLAZIDA 60MG C/60 CP RANBAXY,"R$ 37,04",119
7894916146012,ROSUVASTATINA CALCICA 20 MG C/30 CP LEGRAND,"R$ 28,17",120
7896714226705,CITRATO DE SILDENAFILA 50 MG C/4 CP NEO QUIMICA,"R$ 38,57",121
7896714218267,TORSILAX C/12 CP,"R$ 42,85",122
7896714211305,BESILATO DE ANLODIPINO 5 MG C/30 CP NEO QUIMICA,"R$ 42,23",123
7896714207551,DIPIRONA 1GR C/10 CP NEO QUIMICA,"R$ 42,82",124
7891317001926,CETOPROFENO 150 MG C/10 CP EUROFARMA,"R$ 40,44",125
7896862993535,PARACETAMOL 750 MG C/20 CP MEDQUIMICA,"R$ 48,65",126
7897076914088,ESOMEPRAZOL 40 MG C/28 CP RANBAXY,"R$ 149,70",127
7899620911031,SINVASTATINA 20 MG C/30 CP GLOBO,"R$ 47,82",128
7898146824450,BISSULFATO DE CLOPIDOGREL 75MG 30CPR BIOLAB,"R$ 27,47",129
7896422506243,DIPIRONA 50MG/ML XPE FR 100ML MEDLEY,"R$ 27,42",130
7897917006163,PARACETAMOL 200MG/ML GTS 15ML ALTEFAR,"R$ 33,13",131
7898145641072,RENOFORCE XAROPE EXPECTO 150ML INFANTIL,"R$ 22,48",132
7896714224688,NISTATINA+OXIDO DE ZINCO 100MUI+200MG POM BG 60G NEO QUIMICA,"R$ 32,83",133
7898639303431,LENÇO UMEDECIDO MEU BEBÊ MINHA VIDA PCT 90UND,"R$ 15,42",134
7896110011615,"FRALDA PERSONAL BABY MEGA (P-44, M-40, G-34)","R$ 20,97",135
7896007551262,"FRALDA HUGGIES SUPREME CARE HIPER (M-72, G-66, XG-58, XXG-58)","R$ 40,61",136
7891000356975,"MUCILON SACHÊ 360G (ARROZ, MULTICEREAIS, MILHO, ARROZ E AVEIA)","R$ 46,73",137
7891025107910,LEITE APTANUTRI 3 PREMIUM 800G,"R$ 47,17",138
7891025107897,LEITE APTAMIL 2 PREMIUM 800G,"R$ 41,55",139
7891025111825,LEITE APTAMIL 1 PREMIUM 800G,"R$ 21,26",140
7891000325858,LEITE NINHO INTEGRAL 380G,"R$ 42,65",141
7506339394535,ABS ALWAYS NOITE TRANQUILA C/8 C/ABAS SECA,"R$ 42,17",142
3282770400236,ACTINE GEL LIMPEZA 240G DARROW,"R$ 45,46",143
7897947606500,LAVITAN MULHER CPR C/60 CIMED,"R$ 15,69",144
7899706149822,CR TR ELSEVE 50ML CICATRI RENOV,"R$ 30,34",145
7909189313495,DES AVON FAR AWAY CR 50G,"R$ 26,88",146
7898617527125,TIN SUPER BONITA,"R$ 36,28",147
7896235354123,HD PAIXAO BISNAGA 200ML,"R$ 47,93",148
4005900036667,DES NIVEA AER INVISIBLE B&W CLEAR 150ML,"R$ 22,10",149
7897947600843,KIT DERMAFEME SAB INTIMO C/2 UN 200ML,"R$ 22,53",150
7896909300180,ABS CHARM'S SUAVE C/ABAS C/8 UN,"R$ 42,84",151
7898620012076,TOALHA UMED PURO AMOR C/40 UN,"R$ 32,96",152
7500435106641,FR PAMPERS CONFORT SEC MEGA XG C/34,"R$ 21,31",153
7891025112662,APTAMIL A.R 800G,"R$ 47,66",154
7895296284042,NISTATINA+OXIDO DE ZINCO POM 60G NOVA QUIMICA,"R$ 45,32",155
7908677401461,REPELENTE ACTION KIDS 105ML,"R$ 27,97",156
7896512911391,COND GRANADO BEBE 250ML TRADICIONAL,"R$ 24,71",157
7896512907493,SH GRANADO BEBE 250ML,"R$ 14,77",158
7896512911933,SAB LIQ GRANADO BEBE 250ML LAVANDA,"R$ 29,01",159
7896012800874,TALCO POM POM 200G,"R$ 46,69",160
7896018700789,SAB HUGGIES 75G CAMOMILA,"R$ 19,06",161
7891010256777,Listerine 1L (todos os sabores),"R$ 33,76",162
7500435141536,Aparelho de barbear Gillette mach 3,"R$ 38,80",163
7898631821223,Fralda BabyBee Proteção Natural (Todos os tamanhos),"R$ 49,46",164
7891150095632,Kit sab Dove 6 unidades 90g cada,"R$ 27,01",165
7891010253905,Neutrogenas loç Hidrata & Repara 400ml,"R$ 31,94",166
7896110011721,Absorvente Sym 30 unidades,"R$ 40,79",167
7891150054646,Desod Rexona aero 150ml (Todas as fragâncias),"R$ 34,36",168
7891150014121,Sh Clear 400ml,"R$ 34,02",169
7899852023502,Kit Shampoo 200ml + Condiccionador 200ml Vult Reconstrução,"R$ 25,18",170
7896098909676,Sab Ypê 85 g (todos os aromas),"R$ 47,68",171
7897042019311,"Cr cabelo Skala 1kg ( fragrância de uva, morenago e melância)","R$ 26,15",172
7896770982195,Roupa intima Men Tena 16 unid,"R$ 29,18",173
569874256937,Bolsa de agua quente 2 litros,"R$ 18,24",174
7898599217304,Whey nutrata 900g (diversos sabores),"R$ 25,08",175
7897947620490,CARMED GEL DENTAL C/FLUOR BG70G,"R$ 29,50",176
7891024136201,ENXAGUANTE COLGATE PLAX 250ML,"R$ 27,82",177
7898751690075,DISPOSITIVO LAVAGEM NASAL 240ML PATRULHA,"R$ 19,12",178
7896699034814,BABADOR SIL PEGA MIGALHAS AZ LOLLY,"R$ 36,77",179
7898751690150,ASPIRADOR NASAL URSO NOSEWASH,"R$ 36,16",180
7896699030328,COPO CLEAN C/CANUDO 300ML AZ LOLLY,"R$ 49,30",181
7500435127417,ED ORAL B STAGES MICKEY C/2 (5-7 ANOS),"R$ 42,45",182
7896699026376,COLHER PONTA SILICONE SPECIAL,"R$ 15,89",183
7896699035989,KIT BANHO MBITA LOLLY,"R$ 17,43",184
7898932370802,SERINGA LAVAGEM NASAL KIT 10ML BATMAM,"R$ 33,55",185
7896699019736,TESOURA INF C/CAPA SPECIAL ROSA,"R$ 46,79",186
7896699034470,COPO STAR BICO SIL 250ML,"R$ 14,90",187
7897947620506,GEL DENTAL CARMED SABORES 70G CIMED,"R$ 28,73",188
7896246000859,GEL DENTAL DENTIL KIDS ZOO ARCOM,"R$ 44,54",189
7891000062661,LEITE NINHO 1 A 3 ANOS 800G NESTLE,"R$ 26,41",190
7891000287736,NUTREN SENIOR BAUNILHA 740G NESTLE,"R$ 25,07",191
7898588113846,PRANCHA TAIFF PROFISSIONAL RED ION TAIFF,"R$ 27,23",192
7891033545988,KIT EUDORA SIAGE CICA-THERAPY EUDORA,"R$ 14,27",193
7891058018238,KIT DERMACYD SABONETE INTIMO FEMINA FLORAL SANOFI,"R$ 35,15",194
7898132988760,KIT BIO EXTRATUS CAMOMILA BIO EXTRATUS,"R$ 33,33",195
7898132988791,KIT BIO EXTRATUS ANTIQUEDA BIO EXTRATUS,"R$ 22,21",196
7896321017666,"GUMMY HAIR VITAMIN TUTTI-FRUTTI CABELOS, UNHAS E PELE 60UN","R$ 28,90",197
7896321026637,"GUMMY HAIR VITAMIN MORANGO DO AMOR CABELOS, UNHAS E PELE 60UN","R$ 51,26",198
7896321027641,GUMMY NIGHT MELATONINA FRAMBOESA 30UN,"R$ 34,18",199
7897947617476,CARMED BEIJINHO BFF 10G CIMED,"R$ 34,44",200
7897930778337,KIT CETAPHIL LOC. HIDRATANTE+ LOC. LIMPEZA GALDERMA,"R$ 43,36",201
7897947620520,CARMED ENXAGUANTE BUCAL SABORES 250ML CIMED,"R$ 33,01",202
7899706237994,TINTA IMEDIA SEM AMONIA CORES LOREAL,"R$ 21,80",203
609963483549,DHA LIQUID SABOR LARANJA 30ML TRUE SOURCE,"R$ 33,34",204
606529425036,TRUE OMEGA3 60CPS TRUE SOURCE,"R$ 27,51",205
7896311708314,CREATINA 300G INTEGRALMEDICA,"R$ 36,85",206
618231518920,SUPER COFFEE VANILLA LATTE 380G,"R$ 46,33",207
7896181915638,LOSARTANA POTASSICA 50MG 30CP BIOSINTETICA,"R$ 36,41",208
7897595609854,SINVASTATINA 20MG 30CP SANDOZ,"R$ 48,35",209
7896004719115,DIPIRONA MONOIDRATADA GOTAS 10ML GERMED,"R$ 14,54",210
7896112104582,CITRATO DE SILDENAFILA 50MG 4CP TEUTO,"R$ 37,66",211
7891317127800,TADALAFILA 20MG 4CP EUROFARMA,"R$ 22,99",212
7891317127725,TADALAFILA 5MG 30CP EUROFARMA,"R$ 39,36",213
7896714241319,VALSARTANA 160MG 30CP NEO QUIMICA,"R$ 46,20",214
7896181918691,PANTOPRAZOl SÓDICO 40MG 28CP BIOSINTETICA,"R$ 47,23",215
7896004706368,CLORTALIDONA 25M 60CP EMS,"R$ 13,23",216
7891317445287,LOSARTANA POT. + HIDROCLOROTIAZIDA 50+125MG 60CP EUROFARMA,"R$ 46,63",217
7891317124038,OLMESARTANA + HIDROCLOROTIAZIDA 40+25MG 30CP EUROFARMA,"R$ 49,71",218
7891721202841,LEVOTIROXINA SODICA 88MCG 30CP MERCK,"R$ 26,19",219
7898146823064,"CARVEDILOL 12,5MG 30CP BIOLAB","R$ 17,65",220
7896004728865,ROSUVASTATINA CALCICA 20MG 30CP GERMED,"R$ 24,54",221
7896004727240,CICLOPIROX OLAMINA 10MG/ML 15ML GERMED,"R$ 39,71",222
7896181907633,MONONITRATO DE ISOSSORBIDA 20MG 0CP BIOSINTETICA,"R$ 18,15",223
7896004723020,ÁCIDO TRANEXAMICO 250MG 12CP EMS,"R$ 21,24",224
7891317021948,"DROSPIRENONA 3MG + ETINILESTRADIOL 0,03MG 21CP EUROFARMA","R$ 25,04",225
7891317002688,ACEBROFILINA 25 MG/5ML EUROFARMA,"R$ 47,67",226
7891317002695,ACEBROFILINA 50 MG/5ML EUROFARMA,"R$ 15,87",227
7896422504454,SULFATO DE NEOMICINA +BAC 15G POM (medley ),"R$ 24,42",228
7896006214717,"OMEPRAZOL,20 MG 56 CPS (união quimica )","R$ 39,78",229
7891058002602,DIPIRONA MONOIDRATADA 1G 10 CPS (medley),"R$ 21,68",230
7896006281764,"PARACETAMOL,750MG 20 MG CPR (união quimica)","R$ 22,38",231
7896004775128,NAPROXENO SODICO 550MG 10 CPR REV (GERMED),"R$ 19,02",232
7896422519830,"IBUPROFENO,100MG/ML 20 ML (MEDLEY)","R$ 13,10",233
7896004784342,CLORIDRATO DE FEXOFENADINA 120MG 10CPS REV (GERMED ),"R$ 48,56",234
7896523201801,cetoconazol shampoo anticaspa 20mg/ml 100ml,"R$ 38,44",235
7896004770895,alexofedrin pediátrico 6mg/ml 60ml,"R$ 48,88",236
7896004812168,expec xarope 120ml,"R$ 39,30",237
7891106006507,flanax 550mg c/10 comprimidos,"R$ 30,23",238
7891106912785,claritin 10mg c/6 comprimidos,"R$ 42,08",239
7897947601147,lavitan melatonina c/90 comprimidos,"R$ 31,47",240
4015630064076,accu-check c/50 tiras,"R$ 49,44",241
7896523200576,cimegripe c/20 cápsulas,"R$ 48,10",242
7897947616271,aceviton imunidade 1g c/10 comprimidos efervescente,"R$ 34,81",243
7898495604673,Aspargil C c/16 comprimidos efervescente,"R$ 35,34",244
7896862994082,fluiar 600mg c/16 envelopes,"R$ 29,23",245
4005900705143,desodorante aerosol nívea 200ml embalagem economica,"R$ 45,20",246
7896094912779,adoçante zero cal kit c/2,"R$ 24,46",247
7908785476825,Kit elseve shampoo 375ml + condicionador 170ml,"R$ 40,82",248
7891150044616,sabonete dove original 90g kit c/6,"R$ 36,96",249
7890557722240,sandalhas havaianas top,"R$ 40,77",250
7898941911027,sustagem asulto 400g,"R$ 41,43",251
7896012880197,bigfral dermaPlus,"R$ 48,95",252
7896007547210,fralda geriátrica plenitud plus c/16,"R$ 39,40",253
7896301802923,papel higiênico cotton c/12 rolos de 30mts,"R$ 19,62",254
7896061990816,fralda looney loopig hiper,"R$ 31,19",255
5055810038984,AL WATANIAH SHOUQ EDP 100ML,"R$ 34,28",256
719346151344,COLONIA IMP.FANTASY BRITNEY EDT 30ML,"R$ 13,73",257
8005610325538,COLONIA IMP.GABRIELA SABATINI EDT FEM 30ML,"R$ 19,09",258
17897042012722,CR SKALA POTAO DESMAIADO 1KG,"R$ 14,41",259
7897042005062,CR SKALA BABOSA 1KG,"R$ 35,66",260
17897042007223,CR SKALA KIDS DIVINO POTINHO 1KG,"R$ 44,68",261
7898496353419,MODELADOR GAMA CERAMIC NANO TOURMALINE NEW 25MM - BVT,"R$ 39,68",262
7898496357622,ESCOVA SECADORA GAMA ELEGANZA PLUS - BIVOLT,"R$ 15,58",263
7898496356861,SECADOR GAMA ELEGANZA PLUS CERAMIC ION REF 2100W 220V,"R$ 41,39",264
7898496352030,PRANCHA GAMA ELEGANZA PLUS PRETA REF APP 2205,"R$ 17,05",265
7897947604384,DERMAFEME FLORAL KIT 2X200ML,"R$ 35,26",266
7908777407080,HID CORPORAL PELE SECA ABELHA RAINHA 400ML,"R$ 23,33",267
7908777407066,HID CORPORAL ROSA MOSQUETA 400ML ABELHA RAINHA,"R$ 22,66",268
7891150096790,DES DOVE CR SERUM PREVINE IRRITACAO VITAMINA E 50G,"R$ 51,36",269
7891150094741,DES DOVE CR SERUM REPARACAO DIARIA VITAMINA E 50G,"R$ 20,74",270
7898636644889,CENTRO+FLEX DERMO - ACIDO HIALURONICO 60 CAPS,"R$ 24,13",271
7898636644001,VITASHOW AZ MULHER 60 CAPS,"R$ 35,02",272
4005900408891,CREM NIVEA 145G LATA AZU,"R$ 14,72",273
4006000136776,NIVEA PK PROT SOL ANT FPS70 + CREM ANTI 100G,"R$ 21,07",274
7897947620803,"lavitan protein 15 g (sabores: chocolate, morango, baunilha)","R$ 46,15",275
78998697018680,artriflex (colágeno tipo II) 30 cápsulas,"R$ 15,56",276
7898593053441,maca power 100gramas Maxinutri,"R$ 26,71",277
7898714761507,b12 ultra 60 cápsulas Katiguá,"R$ 15,71",278
7898714762948,vitabond cabelos e unhas 60 cápsulas Katiguá,"R$ 32,90",279
7895143226973,creatina pura 300gramas Qualynutri,"R$ 42,37",280
7897930080560,NENÊ CREME 45 GRAMAS,"R$ 42,52",281
7891035528576,DERMODEX PREVENT 7 EM 1 60GRAMAS,"R$ 38,67",282
7898197415706,TOALHA UMEDECIDA CLEAN BABY COM 100 TOALHAS,"R$ 30,89",283
7896006298182,VITASUPRAZ (ALGODÃO DOCE),"R$ 44,02",284
7898656391046,TOALHA UMED MAMYPOKO DIA&NOITE 4X50UN 4X50UN,"R$ 20,60",285
7896020159261,T XUXINHA SH 120ML CAB CACHEADOS,"R$ 30,32",286
7896020159285,T XUXINHA CO 120ML CACHEADOS,"R$ 46,88",287
7896020153832,T XUXINHA SH 120ML,"R$ 19,10",288
7896020153788,COND XUXINHA TRAD 120ML,"R$ 23,50",289
7908458303588,SHAMPOO S.LINE SOS DEFINICAO KIDS 300 ML UN QTD. 6.00 UN,"R$ 33,71",290
7898953823226,TOALHA UMED MAMYPOKO TOQUE SUAVE 50UN 1X50UN,"R$ 39,92",291
7896012880531,Absorvente bigfral 3 em 1 pós-operatório 20 unidades,"R$ 14,21",292
7896004700502,apevitin BC 240ml - EMS,"R$ 49,26",293
7908353609495,pó de banana - bella bem me quero makeup,"R$ 23,39",294
7898418036239,bruma fixadora 120ml - glow,"R$ 21,71",295
7898211380430,gel fixador fixed 3 aqua fix 250g,"R$ 33,88",296
7899095264182,stomaliv sabor abacaxi 5g - geolab,"R$ 49,49",297
7891000393284,leite ninho integral instantâneo 380g - nestle,"R$ 19,33",298
7896523212685,nimesulida 100mg 12comp. - cimed,"R$ 13,57",299
7898049790180,lorasliv loratadina 10mg 12cp. - vitamedic,"R$ 46,24",300
7896523212319,simeticona gotas 75mg/ml - cimed,"R$ 24,56",301
7896714291024,doralgina 20 comp. neo quimica,"R$ 27,60",302
7896714291215,vitamina C + zinco 10 comp efervescentes - neo quimica,"R$ 67,41",303
7896007201709,preservativo blowtex morango com chocolate 3un .,"R$ 42,52",304
7898133131011,maxalgina dipirona gotas - natulab,"R$ 42,27",305
7898075310383,gravtest easy - cimed,"R$ 49,82",306
7891522320331,fraldas plumy pants shortinho M-68 G-60 XG-52,"R$ 34,77",307
7896331702583,ABC spray incolor antimicótico 30ml - kley hertz,"R$ 26,49",308
7908032300583,toalinha umedecidas piquitucho leve 80 pague 70 un,"R$ 27,76",309
7894164010691,calciprev carbonato de cácio 500mg 60comp - quaris,"R$ 49,22",310
7896331708639,buprolivium ibuprofeno 400mg cartela 3 capsulas - kley hertz,"R$ 48,97",311
7891350033748,desod. très machand ocean 90g150ml,"R$ 24,96",312
7908512700759,creme massageador canela de velho 240g,"R$ 35,51",313
7898656161984,cafeína 200mg 60cps - biofhitus,"R$ 48,16",314
7896714294209,vitmainas nao quimica kids 60 comp. mastigáveis,"R$ 45,15",315
7898566786604,sabonnete liquido intimo barbatimão 200ml- intinto,"R$ 25,29",316
7898656163742,sonalex plus melatonina 210mcg 60 cps - biofhitus,"R$ 38,31",317
7898133131011,maxalgina dipriona gotas 20ml - natulab,"R$ 19,00",318
7896523212319,simeticona 75mg/ml 15ml - cimed,"R$ 46,40",319
7896714292397,vitmaina D 2.000 ui 30 cp - neo quimica,"R$ 36,36",320
7899095200425,hystin antialergico 20cp - geolab,"R$ 46,08",321
7896006298762,viota supraz ADE ampola 3ml - uniao quimica,"R$ 33,12",322
7898449400269,base de crescimento phallebeauty 10ml,"R$ 44,30",323
7898466603193,óleo de rosa mosqueta 30ml phallebeatuy,"R$ 41,75",324
7898148294473,loratadina xarope 1mg/ml 100ml - prati,"R$ 31,81",325
